,0,1,text_no_punct,text_tokenized,text_no_sw,text_lem
623,ham,MAKE SURE ALEX KNOWS HIS BIRTHDAY IS OVER IN FIFTEEN MINUTES AS FAR AS YOU'RE CONCERNED,make sure alex knows his birthday is over in fifteen minutes as far as youre concerned,"['make', 'sure', 'alex', 'knows', 'his', 'birthday', 'is', 'over', 'in', 'fifteen', 'minutes', 'as', 'far', 'as', 'youre', 'concerned']","['sure', 'alex', 'knows', 'birthday', 'minutes', 'far', 'youre', 'concerned']","['sure', 'alex', 'know', 'birthday', 'minute', 'far', 'you', 're', 'concerned']"
624,ham,"sorry, no, have got few things to do. may be in pub later.",sorry no have got few things to do may be in pub later,"['sorry', 'no', 'have', 'got', 'few', 'things', 'to', 'do', 'may', 'be', 'in', 'pub', 'later']","['sorry', 'got', 'things', 'pub', 'later']","['sorry', 'get', 'thing', 'pub', 'later']"
625,ham,"Nah it's straight, if you can just bring bud or drinks or something that's actually a little more useful than straight cash",nah its straight if you can just bring bud or drinks or something thats actually a little more useful than straight cash,"['nah', 'its', 'straight', 'if', 'you', 'can', 'just', 'bring', 'bud', 'or', 'drinks', 'or', 'something', 'thats', 'actually', 'a', 'little', 'more', 'useful', 'than', 'straight', 'cash']","['nah', 'straight', 'bring', 'bud', 'drinks', 'thats', 'actually', 'little', 'useful', 'straight', 'cash']","['nah', 'straight', 'bring', 'bud', 'drink', 'that', 's', 'actually', 'little', 'useful', 'straight', 'cash']"
626,ham,"Haha good to hear, I'm officially paid and on the market for an 8th",haha good to hear im officially paid and on the market for an 8th,"['haha', 'good', 'to', 'hear', 'im', 'officially', 'paid', 'and', 'on', 'the', 'market', 'for', 'an', '8th']","['haha', 'good', 'hear', 'im', 'officially', 'paid', 'market', '8th']","['haha', 'good', 'hear', 'I', 'm', 'officially', 'pay', 'market']"
627,ham,How many licks does it take to get to the center of a tootsie pop?,how many licks does it take to get to the center of a tootsie pop,"['how', 'many', 'licks', 'does', 'it', 'take', 'to', 'get', 'to', 'the', 'center', 'of', 'a', 'tootsie', 'pop']","['licks', 'center', 'tootsie', 'pop']","['lick', 'center', 'tootsie', 'pop']"
628,ham,Yup i thk they r e teacher said that will make my face look longer. Darren ask me not 2 cut too short.,yup i thk they r e teacher said that will make my face look longer darren ask me not 2 cut too short,"['yup', 'i', 'thk', 'they', 'r', 'e', 'teacher', 'said', 'that', 'will', 'make', 'my', 'face', 'look', 'longer', 'darren', 'ask', 'me', 'not', '2', 'cut', 'too', 'short']","['yup', 'thk', 'r', 'e', 'teacher', 'said', 'face', 'look', 'longer', 'darren', 'ask', '2', 'cut', 'short']","['yup', 'thk', 'r', 'e', 'teacher', 'say', 'face', 'look', 'long', 'darren', 'ask', '2', 'cut', 'short']"
629,spam,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693,new textbuddy chat 2 horny guys in ur area 4 just 25p free 2 receive search postcode or at gaytextbuddycom txt one name to 89693,"['new', 'textbuddy', 'chat', '2', 'horny', 'guys', 'in', 'ur', 'area', '4', 'just', '25p', 'free', '2', 'receive', 'search', 'postcode', 'or', 'at', 'gaytextbuddycom', 'txt', 'one', 'name', 'to', '89693']","['new', 'textbuddy', 'chat', '2', 'horny', 'guys', 'ur', 'area', '4', '25p', 'free', '2', 'receive', 'search', 'postcode', 'gaytextbuddycom', 'txt', '89693']","['new', 'textbuddy', 'chat', '2', 'horny', 'guy', 'ur', 'area', '4', 'free', '2', 'receive', 'search', 'postcode', 'gaytextbuddycom', 'txt', '89693']"
630,spam,Todays Vodafone numbers ending with 4882 are selected to a receive a £350 award. If your number matches call 09064019014 to receive your £350 award.,todays vodafone numbers ending with 4882 are selected to a receive a £350 award if your number matches call 09064019014 to receive your £350 award,"['todays', 'vodafone', 'numbers', 'ending', 'with', '4882', 'are', 'selected', 'to', 'a', 'receive', 'a', '£350', 'award', 'if', 'your', 'number', 'matches', 'call', '09064019014', 'to', 'receive', 'your', '£350', 'award']","['todays', 'vodafone', 'numbers', 'ending', '4882', 'selected', 'receive', '£350', 'award', 'number', 'matches', '09064019014', 'receive', '£350', 'award']","['today', 'vodafone', 'number', 'end', '4882', 'select', 'receive', '350', 'award', 'number', 'match', '09064019014', 'receive', '350', 'award']"
631,ham,Please dont say like that. Hi hi hi,please dont say like that hi hi hi,"['please', 'dont', 'say', 'like', 'that', 'hi', 'hi', 'hi']","['dont', 'like', 'hi', 'hi', 'hi']","['do', 'not', 'like', 'hi', 'hi', 'hi']"
632,ham,Thank u!,thank u,"['thank', 'u']","['thank', 'u']","['thank', 'u']"
633,ham,Oh that was a forwarded message. I thought you send that to me,oh that was a forwarded message i thought you send that to me,"['oh', 'that', 'was', 'a', 'forwarded', 'message', 'i', 'thought', 'you', 'send', 'that', 'to', 'me']","['oh', 'forwarded', 'message', 'thought', 'send']","['oh', 'forward', 'message', 'thought', 'send']"
634,ham,Got it. Seventeen pounds for seven hundred ml – hope ok.,got it seventeen pounds for seven hundred ml – hope ok,"['got', 'it', 'seventeen', 'pounds', 'for', 'seven', 'hundred', 'ml', '–', 'hope', 'ok']","['got', 'seventeen', 'pounds', 'seven', 'ml', '–', 'hope', 'ok']","['get', 'seventeen', 'pound', 'seven', 'ml', 'hope', 'ok']"
635,spam,"Dear Voucher Holder, 2 claim this weeks offer, at your PC go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply.2 stop texts txt STOP to 80062.",dear voucher holder 2 claim this weeks offer at your pc go to httpwwwetlpcoukexpressoffer tscs apply2 stop texts txt stop to 80062,"['dear', 'voucher', 'holder', '2', 'claim', 'this', 'weeks', 'offer', 'at', 'your', 'pc', 'go', 'to', 'httpwwwetlpcoukexpressoffer', 'tscs', 'apply2', 'stop', 'texts', 'txt', 'stop', 'to', '80062']","['dear', 'voucher', 'holder', '2', 'claim', 'weeks', 'offer', 'pc', 'httpwwwetlpcoukexpressoffer', 'tscs', 'apply2', 'stop', 'texts', 'txt', 'stop', '80062']","['dear', 'voucher', 'holder', '2', 'claim', 'week', 'offer', 'pc', 'httpwwwetlpcoukexpressoffer', 'tsc', 'stop', 'text', 'txt', 'stop', '80062']"
636,ham,Me n him so funny...,me n him so funny,"['me', 'n', 'him', 'so', 'funny']","['n', 'funny']","['n', 'funny']"
637,ham,"Sweetheart, hope you are not having that kind of day! Have one with loads of reasons to smile. Biola",sweetheart hope you are not having that kind of day have one with loads of reasons to smile biola,"['sweetheart', 'hope', 'you', 'are', 'not', 'having', 'that', 'kind', 'of', 'day', 'have', 'one', 'with', 'loads', 'of', 'reasons', 'to', 'smile', 'biola']","['sweetheart', 'hope', 'having', 'kind', 'day', 'loads', 'reasons', 'smile', 'biola']","['sweetheart', 'hope', 'have', 'kind', 'day', 'load', 'reason', 'smile', 'biola']"
638,ham,When ü login dat time... Dad fetching ü home now?,when ü login dat time dad fetching ü home now,"['when', 'ü', 'login', 'dat', 'time', 'dad', 'fetching', 'ü', 'home', 'now']","['ü', 'login', 'dat', 'time', 'dad', 'fetching', 'ü', 'home']","['ü', 'login', 'dat', 'time', 'dad', 'fetch', 'ü', 'home']"
639,ham,"What will we do in the shower, baby?",what will we do in the shower baby,"['what', 'will', 'we', 'do', 'in', 'the', 'shower', 'baby']","['shower', 'baby']","['shower', 'baby']"
640,ham,I had askd u a question some hours before. Its answer,i had askd u a question some hours before its answer,"['i', 'had', 'askd', 'u', 'a', 'question', 'some', 'hours', 'before', 'its', 'answer']","['askd', 'u', 'question', 'hours', 'answer']","['askd', 'u', 'question', 'hour', 'answer']"
641,ham,"Well imma definitely need to restock before thanksgiving, I'll let you know when I'm out",well imma definitely need to restock before thanksgiving ill let you know when im out,"['well', 'imma', 'definitely', 'need', 'to', 'restock', 'before', 'thanksgiving', 'ill', 'let', 'you', 'know', 'when', 'im', 'out']","['imma', 'definitely', 'need', 'restock', 'thanksgiving', 'ill', 'let', 'know', 'im']","['imma', 'definitely', 'need', 'restock', 'thanksgive', 'ill', 'let', 'know', 'I', 'm']"
642,ham," said kiss, kiss, i can't do the sound effects! He is a gorgeous man isn't he! Kind of person who needs a smile to brighten his day! ", said kiss kiss i cant do the sound effects he is a gorgeous man isnt he kind of person who needs a smile to brighten his day ,"['', 'said', 'kiss', 'kiss', 'i', 'cant', 'do', 'the', 'sound', 'effects', 'he', 'is', 'a', 'gorgeous', 'man', 'isnt', 'he', 'kind', 'of', 'person', 'who', 'needs', 'a', 'smile', 'to', 'brighten', 'his', 'day', '']","['', 'said', 'kiss', 'kiss', 'cant', 'sound', 'effects', 'gorgeous', 'man', 'isnt', 'kind', 'person', 'needs', 'smile', 'brighten', 'day', '']","['say', 'kiss', 'kiss', 'can', 'not', 'sound', 'effect', 'gorgeous', 'man', 'be', 'not', 'kind', 'person', 'need', 'smile', 'brighten', 'day']"
643,ham,Probably gonna swing by in a wee bit,probably gonna swing by in a wee bit,"['probably', 'gonna', 'swing', 'by', 'in', 'a', 'wee', 'bit']","['probably', 'gonna', 'swing', 'wee', 'bit']","['probably', 'go', 'to', 'swing', 'wee', 'bit']"
644,ham,Ya very nice. . .be ready on thursday,ya very nice  be ready on thursday,"['ya', 'very', 'nice', '', 'be', 'ready', 'on', 'thursday']","['ya', 'nice', '', 'ready', 'thursday']","['ya', 'nice', 'ready', 'thursday']"
645,ham,Allo! We have braved the buses and taken on the trains and triumphed. I mean we‘re in b‘ham. Have a jolly good rest of week,allo we have braved the buses and taken on the trains and triumphed i mean we‘re in b‘ham have a jolly good rest of week,"['allo', 'we', 'have', 'braved', 'the', 'buses', 'and', 'taken', 'on', 'the', 'trains', 'and', 'triumphed', 'i', 'mean', 'we‘re', 'in', 'b‘ham', 'have', 'a', 'jolly', 'good', 'rest', 'of', 'week']","['allo', 'braved', 'buses', 'taken', 'trains', 'triumphed', 'mean', 'we‘re', 'b‘ham', 'jolly', 'good', 'rest', 'week']","['allo', 'braved', 'bus', 'take', 'train', 'triumph', 'mean', 'jolly', 'good', 'rest', 'week']"
646,ham,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?",watching cartoon listening music amp at eve had to go temple amp church what about u,"['watching', 'cartoon', 'listening', 'music', 'amp', 'at', 'eve', 'had', 'to', 'go', 'temple', 'amp', 'church', 'what', 'about', 'u']","['watching', 'cartoon', 'listening', 'music', 'amp', 'eve', 'temple', 'amp', 'church', 'u']","['watch', 'cartoon', 'listen', 'music', 'amp', 'eve', 'temple', 'amp', 'church', 'u']"
647,ham,Do you mind if I ask what happened? You dont have to say if it is uncomfortable.,do you mind if i ask what happened you dont have to say if it is uncomfortable,"['do', 'you', 'mind', 'if', 'i', 'ask', 'what', 'happened', 'you', 'dont', 'have', 'to', 'say', 'if', 'it', 'is', 'uncomfortable']","['mind', 'ask', 'happened', 'dont', 'uncomfortable']","['mind', 'ask', 'happen', 'do', 'not', 'uncomfortable']"
648,spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203694 Identifier Code: 40533 Expires 31/10/04,private your 2003 account statement for shows 800 unredeemed s i m points call 08715203694 identifier code 40533 expires 311004,"['private', 'your', '2003', 'account', 'statement', 'for', 'shows', '800', 'unredeemed', 's', 'i', 'm', 'points', 'call', '08715203694', 'identifier', 'code', '40533', 'expires', '311004']","['private', '2003', 'account', 'statement', 'shows', '800', 'unredeemed', 's', 'm', 'points', '08715203694', 'identifier', 'code', '40533', 'expires', '311004']","['private', '2003', 'account', 'statement', 'show', '800', 'unredeemed', 'be', 'm', 'point', '08715203694', 'identifier', 'code', '40533', 'expire', '311004']"
649,ham,No prob. I will send to your email.,no prob i will send to your email,"['no', 'prob', 'i', 'will', 'send', 'to', 'your', 'email']","['prob', 'send', 'email']","['prob', 'send', 'email']"
650,spam,"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327. T&C: RSTM, SW7 3SS. 150ppm",you have won 1000 cash or a 2000 prize to claim call09050000327 tc rstm sw7 3ss 150ppm,"['you', 'have', 'won', '1000', 'cash', 'or', 'a', '2000', 'prize', 'to', 'claim', 'call09050000327', 'tc', 'rstm', 'sw7', '3ss', '150ppm']","['won', '1000', 'cash', '2000', 'prize', 'claim', 'call09050000327', 'tc', 'rstm', 'sw7', '3ss', '150ppm']","['won', '1000', 'cash', '2000', 'prize', 'claim', 'tc', 'rstm']"
651,ham,Thats cool! Sometimes slow and gentle. Sonetimes rough and hard :),thats cool sometimes slow and gentle sonetimes rough and hard ,"['thats', 'cool', 'sometimes', 'slow', 'and', 'gentle', 'sonetimes', 'rough', 'and', 'hard', '']","['thats', 'cool', 'slow', 'gentle', 'sonetimes', 'rough', 'hard', '']","['that', 's', 'cool', 'slow', 'gentle', 'sonetime', 'rough', 'hard']"
652,ham,I'm gonna say no. Sorry. I would but as normal am starting to panic about time. Sorry again! Are you seeing on Tuesday?,im gonna say no sorry i would but as normal am starting to panic about time sorry again are you seeing on tuesday,"['im', 'gonna', 'say', 'no', 'sorry', 'i', 'would', 'but', 'as', 'normal', 'am', 'starting', 'to', 'panic', 'about', 'time', 'sorry', 'again', 'are', 'you', 'seeing', 'on', 'tuesday']","['im', 'gonna', 'sorry', 'normal', 'starting', 'panic', 'time', 'sorry', 'seeing', 'tuesday']","['I', 'm', 'go', 'to', 'sorry', 'normal', 'start', 'panic', 'time', 'sorry', 'see', 'tuesday']"
653,ham,"Wait, do you know if wesleys in town? I bet she does hella drugs!",wait do you know if wesleys in town i bet she does hella drugs,"['wait', 'do', 'you', 'know', 'if', 'wesleys', 'in', 'town', 'i', 'bet', 'she', 'does', 'hella', 'drugs']","['wait', 'know', 'wesleys', 'town', 'bet', 'hella', 'drugs']","['wait', 'know', 'wesley', 'town', 'bet', 'hella', 'drug']"
654,ham,Fine i miss you very much.,fine i miss you very much,"['fine', 'i', 'miss', 'you', 'very', 'much']","['fine', 'miss']","['fine', 'miss']"
655,ham,Did u got that persons story,did u got that persons story,"['did', 'u', 'got', 'that', 'persons', 'story']","['u', 'got', 'persons', 'story']","['u', 'get', 'person', 'story']"
656,ham,Tell them the drug dealer's getting impatient,tell them the drug dealers getting impatient,"['tell', 'them', 'the', 'drug', 'dealers', 'getting', 'impatient']","['tell', 'drug', 'dealers', 'getting', 'impatient']","['tell', 'drug', 'dealer', 'get', 'impatient']"
657,ham,"Sun cant come to earth but send luv as rays. cloud cant come to river but send luv as rain. I cant come to meet U, but can send my care as msg to U. Gud evng",sun cant come to earth but send luv as rays cloud cant come to river but send luv as rain i cant come to meet u but can send my care as msg to u gud evng,"['sun', 'cant', 'come', 'to', 'earth', 'but', 'send', 'luv', 'as', 'rays', 'cloud', 'cant', 'come', 'to', 'river', 'but', 'send', 'luv', 'as', 'rain', 'i', 'cant', 'come', 'to', 'meet', 'u', 'but', 'can', 'send', 'my', 'care', 'as', 'msg', 'to', 'u', 'gud', 'evng']","['sun', 'cant', 'come', 'earth', 'send', 'luv', 'rays', 'cloud', 'cant', 'come', 'river', 'send', 'luv', 'rain', 'cant', 'come', 'meet', 'u', 'send', 'care', 'msg', 'u', 'gud', 'evng']","['sun', 'can', 'not', 'come', 'earth', 'send', 'luv', 'ray', 'cloud', 'can', 'not', 'come', 'river', 'send', 'luv', 'rain', 'can', 'not', 'come', 'meet', 'u', 'send', 'care', 'msg', 'u', 'gud', 'evng']"
658,ham,You will be in the place of that man,you will be in the place of that man,"['you', 'will', 'be', 'in', 'the', 'place', 'of', 'that', 'man']","['place', 'man']","['place', 'man']"
659,ham,"It doesnt make sense to take it there unless its free. If you need to know more, wikipedia.com",it doesnt make sense to take it there unless its free if you need to know more wikipediacom,"['it', 'doesnt', 'make', 'sense', 'to', 'take', 'it', 'there', 'unless', 'its', 'free', 'if', 'you', 'need', 'to', 'know', 'more', 'wikipediacom']","['doesnt', 'sense', 'free', 'need', 'know', 'wikipediacom']","['do', 'not', 'sense', 'free', 'need', 'know', 'wikipediacom']"
660,spam,88800 and 89034 are premium phone services call 08718711108,88800 and 89034 are premium phone services call 08718711108,"['88800', 'and', '89034', 'are', 'premium', 'phone', 'services', 'call', '08718711108']","['88800', '89034', 'premium', 'phone', 'services', '08718711108']","['88800', '89034', 'premium', 'phone', 'service', '08718711108']"
661,ham,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '",under the sea there lays a rock in the rock there is an envelope in the envelope there is a paper on the paper there are 3 words ,"['under', 'the', 'sea', 'there', 'lays', 'a', 'rock', 'in', 'the', 'rock', 'there', 'is', 'an', 'envelope', 'in', 'the', 'envelope', 'there', 'is', 'a', 'paper', 'on', 'the', 'paper', 'there', 'are', '3', 'words', '']","['sea', 'lays', 'rock', 'rock', 'envelope', 'envelope', 'paper', 'paper', '3', 'words', '']","['sea', 'lay', 'rock', 'rock', 'envelope', 'envelope', 'paper', 'paper', '3', 'word']"
662,ham,Then mum's repent how?,then mums repent how,"['then', 'mums', 'repent', 'how']","['mums', 'repent']","['mum', 'repent']"
663,ham,Sorry me going home first... Daddy come fetch ü later...,sorry me going home first daddy come fetch ü later,"['sorry', 'me', 'going', 'home', 'first', 'daddy', 'come', 'fetch', 'ü', 'later']","['sorry', 'going', 'home', 'daddy', 'come', 'fetch', 'ü', 'later']","['sorry', 'go', 'home', 'daddy', 'come', 'fetch', 'ü', 'later']"
